id	date	views	dur	mult	denom	n	title
BHMBE57VbMY	20260807	16587	1314	3.6	4566	59	부잣집 경기도 왜 부도 났을까? 언론은 찾지 못한 진짜 이유.
kZ18EGBDn74	20260807	3539	1407	0.7	4966	59	중국 덤핑 막은 미국 태양광 관세…한화 ‘솔라허브’ 빛본다
RbIdJC_fq20	20260807	2536	1276	0.5	4966	59	"한국 내 중국 영향력 조사" 초유의 사태 발생.
Cc6TyK_FG2E	20260806	41180	1355	9.0	4566	59	BTS에게 거절당한 그래미가 하루 만에 사과할 수 밖에 없었던 진짜 이유
yRHO6yKaHZg	20260806	6219	1359	1.4	4566	59	폭염의 경제학, 45만명은 왜 쇼핑몰로 갔나? 대박나고 있는 진짜 이유.
q382MVF1oSs	20260806	1555	1017	0.3	4966	59	올해가 가장 시원, 기상학자들이 50도를 경고하는 이유.
yZ64mJQT5sU	20260805	510	1410	0.1	4966	59	자연발생이 아니었다. 일기로 까발려진 '코로나 기원'의 진실.
Y-jP7rm8d9E	20260805	3030	1436	0.6	4966	59	제주도 꿀꺽한 중국자본, 영주권 자판기 제주가 몰락한 이유.
lOcDXHeWBvs	20260805	10279	1420	2.3	4566	59	"중국 반도체 결국 못 쓴다" 애플이 삼성과 하이닉스에 다시 매달리는 이유
ozgHCzibiRs	20260805	2568	1260	0.5	4966	59	멀쩡하던 노인이 요양원에 가면 일찍 돌아가시는 이유. 전직 요양원장의 폭로.
UJ6LB3fEZdI	20260804	1144	1261	0.2	5049.5	58	미국의 도시 시장이 중국의 간첩. 한국은 안전할까?
